Site,SubSite,CaptureDate,Species,IndividualID,Sex,Age,SVLmm,MassG,BdSample,SwabLost,SwabID,BdResult,TargetCopies/swab,HgSampleID,Notes,potential_injury_effect,flagged,reason,
Blackrock-C,QU,5/12/2019,ANBO,3316321,M,,68.44,47,Y,0,1902500083,neg,0,,,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,147351147A,M,,68.4,47,N,,,,,,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,152204515A,M,,68.3,47,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2020,ANBO,3024352,M,,67.9,47,N,,,,,,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,3779089,M,,66.8,47,N,,,,,,,0,0,,
Blackrock-C,QU,5/12/2019,ANBO,3295839,M,,66.8,47,Y,0,1902500101,pos,2841.02,,,0,0,,
Blackrock-C,QU,5/25/2019,ANBO,152206102A,M,,66.8,47,N,,,,,,,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,3295356,M,,66.6,47,N,,,,,,Pink belly,1,0,,
Blackrock-C,SP,6/3/2020,ANBO,3295356,M,,66.6,47,Y,1,1902500261,,,,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,3792328,M,,66.1,47,N,,,,,,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,3808602,M,,65.9,47,N,,,,,,,0,0,,
Blackrock-C,ML,5/13/2018,ANBO,147353255A,M,,65.8,47,Y,0,1800900075,pos,2047.03,18ARMI1397,captured QU 5/8 and ML 5/9,0,0,,
Blackrock-C,QU,5/15/2018,ANBO,147358396A,M,,65.3,47,N,,,,,,captured QU 5/8,0,0,,
Blackrock-H,HE,5/30/2018,ANBO,147357525A,M,,64.5,47,Y,0,1800900021,pos,182063.09,18ARMI1416,,0,0,,
Blackrock-C,SP,5/27/2020,ANBO,3804107,M,,63.9,47,Y,1,1603600207,,,,TC,0,0,,
Blackrock-H,HE,5/28/2020,ANBO,3798054,M,,61.1,47,Y,0,1603600204,pos,927965.38,,,0,0,,
Blackrock-C,QU,5/3/2018,ANBO,147346134A,M,,69.9,46.9,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,3299371,M,,85.3,46.8,N,,,,,,,0,0,,
Blackrock-C,ML,5/25/2021,ANBO,3285530,M,,74.7,46.8,Y,0,2002200087,pos,184059.00,,,0,0,,
Blackrock-C,QU,5/12/2021,ANBO,3285530,M,,74.7,46.8,N,,,,,,,0,0,,
Blackrock-C,QU,5/5/2020,ANBO,3285294,M,,63.7,46.8,Y,1,1603600070,,,,,0,0,,
Blackrock-C,QU,5/6/2021,ANBO,75079380,M,,78.1,46.7,Y,0,2002200136,pos,77.47,21ARMI1411,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,3303357,M,,71.1,46.7,N,,,,,,,0,0,,
Blackrock-C,QU,5/6/2021,ANBO,147362514a,M,,65.5,46.7,Y,0,2002200132,pos,3222.73,,,0,0,,
Blackrock-C,QU,5/5/2020,ANBO,3291280,M,,78.3,46.6,Y,1,1603700135,,,19ARMI2855,,0,0,,
Blackrock-C,ML,5/25/2021,ANBO,3299097,M,,68,46.5,Y,0,2002200052,pos,1216.25,,,0,0,,
Blackrock-C,QU,5/5/2020,ANBO,147339143A,M,,63.2,46.5,Y,1,1603600071,,,,,0,0,,
Blackrock-C,MW,5/17/2021,ANBO,152204486A,M,,71.1,46.4,Y,0,2002200115,pos,3033.09,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,101378782,M,,71.2,46.1,N,,,,,,,0,0,,
Blackrock-C,ML,5/22/2018,ANBO,147357132A,M,,76.6,46,N,,,,,,"captured ML 5/13, 5/14, and 5/18",0,0,,
Blackrock-C,QU,5/5/2018,ANBO,147345190A,M,,75.7,46,N,,,,,,,0,0,,
Blackrock-C,ML,5/13/2018,ANBO,147352610A,M,,74.3,46,N,,,,,,,0,0,,
Blackrock-C,QU,5/12/2019,ANBO,152137465A,M,,73.8,46,Y,0,1902500117,pos,18671.19,,,0,0,,
Blackrock-C,ML,5/13/2018,ANBO,147348171A,M,,73.4,46,Y,0,1800900063,pos,3161.82,,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,147345480A,M,,72.9,46,N,,,,,,mild pink all over belly and inner thighs,1,0,,
Blackrock-C,ML,5/22/2018,ANBO,147354696A,M,,72,46,N,,,,,,RECAP OR WRONG NUMBER,0,0,,
Blackrock-C,ML,5/13/2018,ANBO,147339594A,M,,71.5,46,Y,0,1800900072,pos,20779.51,,captured QU 5/3 and 5/5,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,147349562A,M,,71.2,46,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,3798536,M,,71.04,46,Y,0,1902500166,pos,71431.32,,,0,0,,
Blackrock-C,SP,5/31/2018,ANBO,152204690A,M,,71,46,Y,0,1800700020,pos,2551.03,,,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,147354564A,M,,70.95,46,N,,,,,,,0,0,,
Blackrock-C,QU,5/9/2019,ANBO,3316321,M,,70.67,46,Y,0,1902500069,neg,0,,small pink spot on middle stomach,1,0,,
Blackrock-C,QU,5/25/2019,ANBO,152205350A,M,,70.4,46,N,,,,,,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,147358127A,M,,69.8,46,N,,,,,,,0,0,,
Blackrock-C,ML,5/9/2018,ANBO,147348170A,M,,69.5,46,Y,0,1800700119,pos,1860.77,18ARMI1356,"South Central in ML, captured in QU on 5/3 and 5/5",0,0,,
Blackrock-C,QU,5/16/2019,ANBO,152205327A,M,,69.24,46,Y,0,1902500147,neg,0,,bright pink spot middle belly,1,0,,
Blackrock-C,ML,5/13/2018,ANBO,147364225A,M,,68.8,46,Y,0,1800900069,pos,4115.94,,,0,0,,
Blackrock-C,QU,5/15/2018,ANBO,147338697A,M,,68.8,46,N,,,,,,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,147352625A,M,,68.7,46,N,,,,,,,0,0,,
Blackrock-C,QU,5/5/2020,ANBO,152205685A,M,,68.5,46,Y,1,1603700139,,,,,0,0,,
Blackrock-C,QU,5/6/2019,ANBO,152134612A,M,,68.42,46,Y,0,1902500007,pos,87.16,19ARMI2042,,0,0,,
Blackrock-H,HE,6/4/2019,ANBO,101325569,M,,68.4,46,Y,0,1902500210,pos,743110.72,,,0,0,,
Blackrock-C,QU,5/8/2018,ANBO,147362320A,M,,68.3,46,N,,,,,,pink belly and thighs,1,0,,
Blackrock-C,OX,6/3/2019,ANBO,101330586,M,,68.2,46,Y,0,1902500199,pos,827.02,19ARMI3110,,0,0,,
Blackrock-H,HE,5/28/2019,ANBO,3303575,M,,67.7,46,Y,0,1902500179,pos,109956.83,,,0,0,,
Blackrock-C,ML,6/2/2020,ANBO,3792328,M,,67.6,46,Y,0,1603600202,pos,1652713.80,,bulging throat,1,0,,
Blackrock-C,QU,5/9/2019,ANBO,3285294,M,,67.54,46,Y,0,1902500042,neg,0,,,0,0,,
Blackrock-H,HE,6/4/2019,ANBO,147357525A,M,,67.3,46,Y,0,1902500220,pos,5830.38,,,0,0,,
Blackrock-H,HE,5/31/2018,ANBO,152207253A,M,,67.1,46,Y,0,1800900017,neg,0,,,0,0,,
Blackrock-C,QU,5/9/2019,ANBO,147354564A,M,,66.83,46,Y,0,1902500033,neg,0,,,0,0,,
Blackrock-H,HE,5/31/2018,ANBO,152128103A,M,,66.3,46,N,,,,,,,0,0,,
Blackrock-C,SP,5/26/2018,ANBO,147354731A,M,,66.3,46,Y,0,1800900040,pos,7285.70,,captured ML 5/22,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,3285294,M,,66.2,46,N,,,,,,,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,3297357,M,,65.6,46,N,,,,,,,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,147358127A,M,,65.53,46,N,,,,,,,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,147339250A,M,,65.3,46,N,,,,,,,0,0,,
Blackrock-C,ML,5/22/2018,ANBO,101330586,M,,65.1,46,Y,0,1800900043,pos,5453.74,,,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,147358127A,M,,64.87,46,Y,0,1902500162,neg,0,,,0,0,,
Blackrock-C,QU,5/6/2019,ANBO,147354564A,M,,64.47,46,Y,0,1902500028,neg,0,19ARMI2843,leech removed,1,0,,
Blackrock-H,HE,5/28/2019,ANBO,3293521,M,,63.8,46,Y,0,1902500183,pos,1664.01,19ARMI3128,,0,0,,
Blackrock-H,HE,5/30/2018,ANBO,152125420A,M,,62,46,Y,0,1800900029,pos,3368.69,18ARMI1434,,0,0,,
Blackrock-C,QU,5/3/2018,ANBO,147345180A,M,,66.1,45.9,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,3301827,M,,68.5,45.8,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3287639,M,,79.1,45.6,N,,,,,,,0,0,,
Blackrock-H,HE,5/31/2021,ANBO,3274122,M,,71.3,45.3,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,3289355,M,,75.1,45.1,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,3286056,M,,75,45.1,N,,,,,,,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,147367343A,M,,75.5,45,N,,,,,,,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,3288603,M,,75.02,45,N,,,,,,,0,0,,
Blackrock-C,ML,5/22/2018,ANBO,101360116,M,,74.8,45,Y,0,1800900042,pos,125.58,,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,152205455A,M,,74.6,45,N,,,,,,,0,0,,
Blackrock-C,ML,5/22/2018,ANBO,152207007A,M,,74.3,45,N,,,,,,captured ML 5/18,0,0,,
Blackrock-C,QU,5/25/2019,ANBO,147367363A,M,,73.5,45,N,,,,,,,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,70634060,M,,72.8,45,N,,,,,,leech,1,0,,
Blackrock-C,QU,5/28/2021,ANBO,3284563,M,,72.6,45,N,,,,,,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,147344610A,M,,72.4,45,N,,,,,,,0,0,,
Blackrock-C,QU,5/8/2018,ANBO,147353255A,M,,72.2,45,N,,,,,,pink belly and thighs,1,0,,
Blackrock-C,QU,5/30/2019,ANBO,3295356,M,,72.2,45,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,3288603,M,,71.88,45,Y,0,1902500145,pos,330.73,,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,3304007,M,,71.8,45,N,,,,,,,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,101378782,M,,71.75,45,N,,,,,,,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,147348170A,M,,71.6,45,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,147358533A,M,,70.82,45,Y,0,1902500161,neg,0,,,0,0,,
Blackrock-H,HE,5/29/2018,ANBO,101325569,M,,70.5,45,Y,0,1800900031,neg,0,18ARMI1424,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,147345696A,M,,70.2,45,N,,,,,,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,152206403A,M,,70,45,N,,,,,,,0,0,,
Blackrock-C,ML,5/22/2018,ANBO,982000356901785,M,,70,45,N,,,,,,,0,0,,
Blackrock-C,MW,5/9/2020,ANBO,70634060,M,,69.7,45,Y,1,1603600047,,,19ARMI2836,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,3811060,M,,69.3,45,N,,,,,,,0,0,,
Blackrock-C,ML,5/13/2018,ANBO,147352625A,M,,69.2,45,Y,0,1800900062,pos,12878.98,,captured QU 5/3 and 5/5,0,0,,
Blackrock-C,QU,5/15/2018,ANBO,147345480A,M,,69.1,45,N,,,,,,,0,0,,
Blackrock-C,ML,6/2/2020,ANBO,3814869,M,,69,45,Y,0,1902500270,pos,205681.95,19ARMI2886,pink belly,1,0,,
Blackrock-C,QU,5/25/2019,ANBO,152205685A,M,,69,45,N,,,,,,,0,0,,
Blackrock-C,QU,5/25/2019,ANBO,3293618,M,,68.4,45,N,,,,,,slight pink on right side,1,0,,
Blackrock-H,HE,5/18/2021,ANBO,3281072,M,,68.2,45,Y,0,2002200039,neg,0,,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,152207211A,M,,67.6,45,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,3288791,M,,67.44,45,Y,0,1902500142,pos,4637.24,,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,152206533A,M,,67.4,45,N,,,,,,"severe pink in mid/lower stomach, vent, inner thighs",1,0,,
Blackrock-H,HE,5/31/2018,ANBO,2890045,M,,66.9,45,N,,,,,,captured HE 5/30,0,0,,
Blackrock-H,HE,6/4/2019,ANBO,147356334A,M,,66.7,45,Y,0,1902500225,pos,103486.35,19ARMI2934,,0,0,,
Blackrock-H,HE,6/9/2020,ANBO,3276296,M,,66.6,45,Y,0,1603600176,pos,15013.06,,,0,0,,
Blackrock-C,QU,5/25/2019,ANBO,3304007,M,,66.6,45,N,,,,,,,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,147339143A,M,,66.5,45,N,,,,,,slight pink on belly,1,0,,
Blackrock-C,QU,5/30/2019,ANBO,3288791,M,,65.4,45,N,,,,,,,0,0,,
Blackrock-H,HE,5/31/2018,ANBO,3276296,M,,65.3,45,Y,0,1800700030,neg,0,,,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,3288603,M,,64.7,45,N,,,,,,,0,0,,
Blackrock-C,QU,5/7/2020,ANBO,3302551,M,,64.3,45,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,3781102,M,,64.04,45,Y,0,1902500134,pos,1203.88,,,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,147345696A,M,,63.8,45,N,,,,,,,0,0,,
Blackrock-C,SP,5/27/2020,ANBO,147362514A,M,,63.8,45,Y,1,1603600209,,,,,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,3009337,M,,62.5,45,Y,0,1603600225,pos,264124.20,,,0,0,,
Blackrock-C,QU,5/16/2020,ANBO,3285294,M,,62.2,45,N,,,,,,,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,152134612A,M,,62.17,45,N,,,,,,,0,0,,
Blackrock-H,HE,5/31/2018,ANBO,152125420A,M,,61.9,45,N,,,,,,captured HE 5/30,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,147348147A,M,,61.8,45,Y,0,1800700178,pos,18033.44,,,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,147353250A,M,,59,45,N,,,,,,,0,0,,
Blackrock-C,QU,5/3/2018,ANBO,147367343A,M,,65,44.8,N,,,,,,,0,0,,
Blackrock-H,HE,5/18/2021,ANBO,3285844,M,,64.7,44.8,Y,0,2002200029,neg,0,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3282086,M,,78.4,44.7,N,,,,,,,0,0,,
Blackrock-C,QU,5/5/2020,ANBO,3299337,M,,73.1,44.7,Y,1,1603600074,,,,,0,0,,
Blackrock-C,QU,5/3/2018,ANBO,147338183A,M,,60.2,44.7,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,152207213A,M,,76.5,44.6,N,,,,,,,0,0,,
Blackrock-C,QU,5/12/2021,ANBO,75063799,M,,74.5,44.6,Y,0,2002200128,neg,0,,,0,0,,
Blackrock-C,MW,5/17/2021,ANBO,152207407A,M,,73,44.6,Y,0,2002200114,pos,53762.49,21ARMI1407,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,3301778,M,,67.2,44.6,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,147348394A,M,,72,44.5,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,3276050,M,,78,44.4,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,3275844,M,,76.8,44.3,Y,0,2002200084,pos,1110.11,,,0,0,,
Blackrock-C,QU,5/12/2021,ANBO,75078316,M,,76.3,44.3,Y,0,2002200129,pos,36932.90,,,0,0,,
Blackrock-C,ML,5/14/2018,ANBO,147367363A,M,,77.9,44,N,,,,,,captured QU 5/5,0,0,,
Blackrock-C,SP,5/22/2018,ANBO,3802574,M,,75.2,44,Y,0,1800900051,pos,1192448.79,18ARMI1435,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,101590541,M,,73.9,44,N,,,,,,captured QU 5/5 and ML 5/9,0,0,,
Blackrock-C,QU,5/12/2021,ANBO,75072878,M,,73.1,44,Y,0,2002200124,pos,1231.26,,,0,0,,
Blackrock-C,QU,5/8/2018,ANBO,147344557A,M,,72.8,44,N,,,,,,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,147351147A,M,,72.6,44,N,,,,,,captured QU 5/5,0,0,,
